ID,FIELD-0000,FIELD-0001,FIELD-0002,FIELD-0003,FIELD-0004,FIELD-0005,FIELD-0006,FIELD-0007,FIELD-0008
LK-1306185,1133,496,575,0,52,3,2,5,0
LK-1306190,1609,682,822,2,92,6,1,4,0
LK-1306195,894,377,461,3,50,1,0,2,0
LK-1306200,1093,447,617,4,20,3,0,2,0
LK-1306205,1194,497,623,2,57,5,1,9,0
LK-1306210,1994,833,1064,6,77,6,2,6,0
LK-1306215,2217,967,1138,6,98,2,2,4,0
LK-1306220,2479,1072,1257,30,97,4,1,18,0
LK-1306225,2992,1267,1462,162,79,12,0,10,0
LK-1306230,1701,708,875,11,94,0,4,9,0
LK-1306235,1895,812,1008,11,56,1,2,5,0
LK-1306240,1906,815,943,43,96,5,2,2,0
LK-1306245,1760,706,926,2,110,4,0,12,0
LK-1306250,2156,1048,1004,13,70,19,0,2,0
LK-1306255,834,329,441,1,51,5,2,5,0
LK-1306260,1806,905,794,2,90,13,1,1,0
LK-1306265,1913,948,852,3,96,3,8,3,0
LK-1306270,1165,563,529,0,59,2,10,2,0
LK-1306275,625,256,351,0,18,0,0,0,0
LK-1306280,1000,482,483,3,29,1,0,2,0
LK-1306285,2325,1204,991,9,100,5,8,8,0
LK-1306290,2198,1063,1058,3,61,12,0,1,0
LK-1306295,949,382,479,9,60,4,1,14,0
LK-1309,113364,47219,59644,1032,4513,225,144,587,0
LK-1309005,2108,862,1163,15,56,3,2,7,0
LK-1309010,1847,749,954,30,92,4,2,16,0
LK-1309015,1497,571,802,16,92,5,5,6,0
LK-1309020,1406,596,752,18,33,2,2,3,0
LK-1309025,2885,1197,1555,10,106,6,5,6,0
LK-1309030,2535,1100,1248,26,129,12,1,19,0
LK-1309035,3981,1687,2073,21,177,5,3,15,0
LK-1309040,2931,1236,1529,30,106,6,5,19,0
LK-1309045,1702,737,894,20,49,0,0,2,0
LK-1309050,3479,1521,1754,58,116,10,1,19,0
LK-1309055,2578,1035,1431,28,63,0,5,16,0
LK-1309060,2650,1104,1378,6,135,9,0,18,0
LK-1309065,1889,752,1015,9,86,0,3,24,0
LK-1309070,1739,707,932,3,83,6,2,6,0
LK-1309075,3009,1236,1508,38,192,13,6,16,0
LK-1309080,1779,753,981,3,32,3,1,6,0
LK-1309085,1491,645,774,0,56,3,1,12,0
LK-1309090,2861,1170,1476,47,128,3,5,32,0
LK-1309095,1667,665,877,14,91,4,3,13,0
LK-1309100,2331,961,1177,21,140,3,6,23,0
LK-1309105,1836,732,1035,8,58,1,1,1,0
LK-1309110,2137,872,1213,19,25,4,0,4,0
LK-1309115,527,229,250,0,42,3,1,2,0
LK-1309120,1734,704,954,2,60,8,5,1,0
LK-1309125,1557,612,839,12,79,7,4,4,0
LK-1309130,1670,695,855,36,72,5,2,5,0
LK-1309135,1884,752,1048,4,65,2,0,13,0
LK-1309140,1575,638,920,14,2,0,1,0,0
LK-1309145,976,415,533,5,19,1,1,2,0
LK-1309150,1692,715,845,31,82,3,2,14,0
LK-1309155,1140,485,629,4,17,0,0,5,0
LK-1309160,1978,787,1065,16,95,0,4,11,0
LK-1309165,2105,868,1160,17,41,7,4,8,0
LK-1309170,2144,871,1146,3,101,4,3,16,0
LK-1309175,1478,595,739,32,82,5,2,23,0
LK-1309180,2157,894,1114,9,113,3,9,15,0
LK-1309185,722,273,394,0,45,2,1,7,0
LK-1309190,1828,743,982,5,82,8,1,7,0
LK-1309195,1213,478,651,13,58,0,2,11,0
LK-1309200,1571,660,840,11,50,4,2,4,0
LK-1309205,958,393,479,5,66,3,1,11,0
LK-1309210,1760,734,953,2,56,0,5,10,0
LK-1309215,1472,598,813,18,35,1,2,5,0
LK-1309220,2859,1218,1496,27,90,10,2,16,0
LK-1309225,1359,549,713,11,80,5,0,1,0
LK-1309230,2582,1088,1372,11,92,4,4,11,0
LK-1309235,836,351,437,5,43,0,0,0,0
LK-1309240,987,433,489,4,57,0,0,4,0
LK-1309245,1750,726,925,4,83,2,0,10,0
LK-1309250,2188,917,1162,5,81,5,2,16,0
LK-1309255,1153,474,583,4,77,2,2,11,0
LK-1309260,2149,919,1148,27,47,5,2,1,0
LK-1309265,1129,475,570,3,69,3,2,7,0
LK-1309270,1590,650,857,8,64,4,1,6,0
LK-1309275,2903,1197,1616,6,71,2,5,6,0
LK-1309280,1334,560,731,3,31,4,0,5,0
LK-1309285,1290,595,630,3,57,3,0,2,0
LK-1309290,1233,518,468,183,52,1,2,9,0
LK-1309295,1910,766,1032,40,49,3,3,17,0
LK-1309300,2012,900,1034,9,62,1,4,2,0
LK-1309305,1621,856,651,0,101,3,4,6,0
LK-1310,53896,22264,27745,660,2538,135,97,457,0
LK-1310005,1364,546,707,24,68,3,3,13,0
LK-1310010,2176,883,1123,22,113,5,9,21,0
LK-1310015,1679,666,858,4,131,2,2,16,0
LK-1310020,1106,460,567,13,46,2,0,18,0
LK-1310025,886,355,518,8,3,0,1,1,0
LK-1310030,1485,568,815,20,66,1,1,14,0
LK-1310035,838,338,430,4,57,3,1,5,0
LK-1310040,1122,484,569,2,58,4,0,5,0
LK-1310045,1243,505,644,17,58,4,6,9,0
LK-1310050,461,175,240,11,29,1,0,5,0
LK-1310055,1313,522,674,11,89,4,3,10,0
LK-1310060,1431,579,746,11,76,2,1,16,0
LK-1310065,2336,1083,962,133,134,4,1,19,0
LK-1310070,3321,1385,1664,44,176,8,6,38,0
LK-1310075,1205,497,623,12,50,10,2,11,0
LK-1310080,1833,755,931,12,111,9,5,10,0
LK-1310085,1395,574,746,6,53,7,2,7,0
LK-1310090,2658,1154,1328,19,138,5,6,8,0
LK-1310095,3433,1421,1785,39,139,10,4,35,0
LK-1310100,1308,560,636,19,68,5,4,16,0
LK-1310105,2106,862,1129,14,77,9,4,11,0
LK-1310110,2044,821,1083,24,91,2,4,19,0
LK-1310115,1213,477,630,15,74,3,2,12,0
LK-1310120,1805,718,1032,5,37,0,2,11,0
LK-1310125,3094,1307,1586,20,150,6,4,21,0
LK-1310130,3147,1355,1657,34,76,6,5,14,0
LK-1310135,1883,751,984,44,86,4,2,12,0
LK-1310140,806,337,402,8,36,0,6,17,0
LK-1310145,1737,724,898,26,73,3,3,10,0
LK-1310150,1900,751,979,14,119,8,4,25,0
LK-1310155,1568,651,799,25,56,5,4,28,0
LK-1312,64600,26359,33652,957,2836,161,103,532,0
LK-1312005,1293,513,692,2,76,0,2,8,0
LK-1312010,1492,579,794,14,97,0,1,7,0
LK-1312015,985,378,572,0,30,2,1,2,0
LK-1312020,660,248,343,3,58,2,2,4,0
LK-1312025,691,270,360,6,50,1,1,3,0
LK-1312030,648,255,375,3,9,3,0,3,0
LK-1312035,2842,1249,1504,16,42,2,7,22,0
LK-1312040,1061,442,519,21,51,3,3,22,0
LK-1312045,755,293,424,4,32,2,0,0,0
LK-1312050,596,224,335,2,33,0,1,1,0
LK-1312055,1111,439,581,5,65,5,5,11,0
LK-1312060,2141,839,1161,18,105,5,4,9,0
LK-1312065,1622,651,906,16,28,3,1,17,0
LK-1312070,1111,403,590,7,76,3,5,27,0
LK-1312075,881,356,435,5,70,3,5,7,0
LK-1312080,1317,520,714,13,58,1,2,9,0
LK-1312085,1591,629,826,10,99,6,0,21,0
LK-1312090,1837,727,980,50,66,3,2,9,0
LK-1312095,1759,755,867,63,65,5,1,3,0
LK-1312100,2161,861,1121,28,111,9,5,26,0
LK-1312105,1108,455,591,29,22,4,2,5,0
LK-1312110,2147,974,1099,17,42,6,1,8,0
LK-1312115,893,347,491,16,33,1,0,5,0
LK-1312120,1339,532,734,8,48,2,0,15,0
LK-1312125,1596,591,884,13,82,4,1,21,0
LK-1312130,1123,446,476,156,36,2,2,5,0
LK-1312135,1051,429,562,10,42,3,1,4,0
LK-1312140,1202,451,657,12,66,3,1,12,0
LK-1312145,1427,572,763,24,51,2,3,12,0
LK-1312150,1281,538,680,7,41,3,1,11,0
LK-1312155,584,233,277,33,27,1,1,12,0
LK-1312160,834,357,407,47,11,4,2,6,0
LK-1312165,1488,622,758,11,71,2,1,23,0
LK-1312170,849,321,462,6,55,0,1,4,0
LK-1312175,840,317,447,9,53,2,2,10,0
LK-1312180,757,309,388,10,34,2,4,10,0
LK-1312185,850,353,463,7,16,5,1,5,0
LK-1312190,1516,635,777,25,64,3,2,10,0
LK-1312195,789,334,391,28,27,0,1,8,0
LK-1312200,1299,514,696,23,48,3,4,11,0
LK-1312205,1057,427,531,5,78,1,4,11,0
LK-1312210,953,362,495,23,54,3,1,15,0
LK-1312215,823,346,416,17,33,2,0,9,0
LK-1312220,691,288,362,7,29,3,0,2,0
LK-1312225,916,354,488,14,45,4,3,8,0
LK-1312230,1131,475,592,6,38,10,3,7,0
LK-1312235,1163,503,530,46,63,2,1,18,0
LK-1312240,1306,526,671,17,82,7,1,2,0
LK-1312245,1513,630,790,10,73,3,0,7,0
LK-1312250,1515,733,665,1,85,5,3,23,0
LK-1312255,1028,552,432,1,35,1,2,5,0
LK-1312260,877,355,460,5,45,4,4,4,0
LK-1312265,1288,521,697,13,46,4,1,6,0
LK-1312270,812,326,421,15,40,2,1,7,0
LK-1315,34381,14070,17942,396,1622,96,56,199,0
LK-1315005,1609,649,870,8,78,2,1,1,0
LK-1315010,618,245,319,7,41,2,0,4,0
LK-1315015,890,376,430,8,69,2,3,2,0
LK-1315020,2117,860,1054,69,111,6,3,14,0
LK-1315025,952,414,458,16,55,2,3,4,0
LK-1315030,1639,697,870,8,51,7,1,5,0
LK-1315035,1798,751,916,7,96,7,4,17,0
LK-1315040,1624,637,878,36,52,8,2,11,0
LK-1315045,630,242,343,10,29,2,1,3,0
LK-1315050,1153,463,677,1,8,2,1,1,0
LK-1315055,1021,431,565,3,6,5,1,10,0
LK-1315060,1066,399,643,5,11,7,1,0,0
LK-1315065,591,237,286,11,45,2,6,4,0
LK-1315070,733,312,384,3,27,0,0,7,0
LK-1315075,863,343,481,4,32,0,1,2,0
LK-1315080,452,189,234,1,24,2,0,2,0
LK-1315085,1093,452,577,3,47,3,4,7,0
LK-1315090,727,283,387,0,51,1,0,5,0
LK-1315095,1151,456,617,5,60,5,2,6,0
LK-1315100,775,307,404,6,49,5,0,4,0
LK-1315105,1391,611,667,15,82,2,2,12,0
LK-1315110,741,305,362,16,50,4,2,2,0
LK-1315115,1220,494,664,2,51,3,3,3,0
LK-1315120,1036,422,527,13,61,2,1,10,0
LK-1315125,715,281,374,2,53,0,1,4,0
LK-1315130,684,281,342,4,47,1,0,9,0
LK-1315135,1246,511,652,5,65,1,2,10,0
LK-1315140,1099,440,583,10,55,1,0,10,0
LK-1315145,1505,643,769,19,52,2,6,14,0
LK-1315150,1186,497,604,14,56,2,2,11,0
LK-1315155,710,283,357,5,56,5,1,3,0
LK-1315160,583,232,256,72,19,0,2,2,0
LK-1315165,763,327,392,8,33,3,0,0,0
LK-1318,52176,21641,26940,653,2329,85,87,441,0
LK-1318005,1825,750,933,48,68,0,6,20,0
LK-1318010,2346,973,1243,22,94,3,0,11,0
LK-1318015,1233,516,608,6,89,0,2,12,0
LK-1318020,2811,1175,1491,69,61,5,1,9,0
LK-1318025,1000,405,551,2,33,4,2,3,0
LK-1318030,2296,946,1195,9,110,3,7,26,0
LK-1318035,837,352,412,2,60,2,1,8,0
LK-1318040,928,397,467,2,48,4,2,8,0
LK-1318045,925,399,445,12,51,3,5,10,0
LK-1318050,1503,614,774,49,47,4,5,10,0
LK-1318055,1091,423,593,8,52,1,1,13,0
LK-1318060,1164,459,599,50,50,1,2,3,0
LK-1318065,1619,651,858,9,79,0,5,17,0
LK-1318070,1938,812,1012,13,73,1,2,25,0
LK-1318075,1038,430,543,5,45,3,2,10,0
LK-1318080,948,384,495,2,52,4,4,7,0
LK-1318085,746,300,411,3,26,1,2,3,0
LK-1318090,1196,496,672,3,17,3,2,3,0
LK-1318095,1106,447,582,3,59,4,2,9,0
LK-1318100,742,290,398,28,15,0,2,9,0
LK-1318105,1072,443,542,17,64,0,0,6,0
LK-1318110,1308,543,652,23,68,3,4,15,0
LK-1318115,512,226,262,13,3,0,1,7,0
LK-1318120,1569,649,741,76,83,1,3,16,0
LK-1318125,1353,545,738,4,61,0,1,4,0
LK-1318130,1698,691,953,17,12,1,4,20,0
LK-1318135,1841,758,917,55,91,4,1,15,0
LK-1318140,972,456,441,4,64,1,0,6,0
LK-1318145,966,395,490,3,63,1,1,13,0
LK-1318150,1133,446,597,11,68,1,1,9,0
LK-1318155,1037,419,544,12,41,2,2,17,0
LK-1318160,1087,453,598,7,25,1,2,1,0
LK-1318165,1189,488,626,8,51,4,2,10,0
LK-1318170,2169,978,1060,10,93,5,4,19,0
LK-1318175,573,231,291,4,42,1,0,4,0
LK-1318180,1271,518,627,19,87,4,0,16,0
LK-1318185,647,278,321,0,44,1,0,3,0
LK-1318190,1281,554,651,1,66,1,2,6,0
LK-1318195,803,337,382,8,57,4,1,14,0
LK-1318200,297,127,141,1,24,1,1,2,0
LK-1318205,715,305,400,4,0,0,2,4,0
LK-1318210,426,181,200,8,31,0,0,6,0
LK-1318215,467,197,228,1,33,2,0,6,0
LK-1318220,498,204,256,2,29,1,0,6,0
LK-1321,159697,70237,79745,2499,6206,310,165,535,0
LK-1321005,924,401,481,3,35,1,2,1,0
LK-1321010,2200,930,1103,18,137,1,0,11,0
LK-1321015,1386,568,711,7,79,4,3,14,0
LK-1321020,992,399,524,1,63,3,1,1,0
LK-1321025,1710,721,921,1,58,4,1,4,0
LK-1321030,1084,443,570,0,60,8,1,2,0
LK-1321035,1841,768,966,15,83,2,1,6,0
LK-1321040,3118,1355,1577,54,113,7,2,10,0
LK-1321045,1013,464,463,33,45,1,4,3,0
LK-1321050,2568,1160,1256,13,116,0,6,17,0
LK-1321055,2005,889,1023,47,44,2,0,0,0
LK-1321060,1191,512,607,3,61,1,4,3,0
LK-1321065,1525,645,815,3,55,4,0,3,0
LK-1321070,914,357,525,7,23,1,0,1,0
LK-1321075,2685,1136,1428,6,96,4,6,9,0
LK-1321080,1485,629,784,2,65,1,3,1,0
LK-1321085,1714,738,817,71,75,2,0,11,0
LK-1321090,2123,899,846,299,70,5,2,2,0
LK-1321095,2258,987,1171,16,74,3,0,7,0
LK-1321100,2356,974,1305,14,43,2,3,15,0
LK-1321105,1554,689,794,2,61,2,0,6,0
LK-1321110,1296,556,564,87,75,1,3,10,0
LK-1321115,1474,654,719,8,89,1,0,3,0
LK-1321120,1232,535,644,1,45,2,0,5,0
LK-1321125,2022,902,1017,6,91,0,1,5,0
LK-1321130,2380,1028,1249,7,85,3,3,5,0
LK-1321135,1597,680,837,10,57,0,0,13,0
LK-1321140,677,290,340,8,33,2,2,2,0
LK-1321145,1638,695,918,6,15,2,1,1,0
LK-1321150,1217,526,619,0,60,2,3,7,0
LK-1321155,902,352,439,47,62,0,0,2,0
LK-1321160,774,342,392,6,26,2,0,6,0
LK-1321165,991,420,510,2,53,1,0,5,0
LK-1321170,1185,484,615,14,60,0,2,10,0
LK-1321175,1300,548,668,0,64,3,0,17,0
LK-1321180,1990,853,1025,15,84,5,1,7,0
LK-1321185,2636,1146,1301,26,144,2,4,13,0
LK-1321190,2376,1053,1203,3,101,6,2,8,0
LK-1321195,2739,1233,1363,1,121,9,2,10,0
LK-1321200,1525,671,750,29,60,7,1,7,0
LK-1321205,2574,1392,1021,66,83,5,0,7,0
LK-1321210,910,377,501,0,25,5,0,2,0
LK-1321215,2843,1116,1567,25,94,17,4,20,0
LK-1321220,1444,655,721,5,51,5,2,5,0
LK-1321225,3828,1660,1847,148,146,9,7,11,0
LK-1321230,1532,642,795,3,83,3,4,2,0
LK-1321235,1558,675,669,133,74,2,1,4,0
LK-1321240,2580,1083,1349,11,121,7,2,7,0
LK-1321245,2138,923,1086,14,105,6,1,3,0
LK-1321250,1957,817,1065,6,60,2,3,4,0
LK-1321255,2226,948,1163,10,97,1,2,5,0
LK-1321260,1441,594,692,77,76,1,0,1,0
LK-1321265,2617,1106,1364,10,101,3,4,29,0
LK-1321270,1477,631,762,0,73,2,4,5,0
LK-1321275,1628,749,801,12,61,4,0,1,0
LK-1321280,1721,798,825,21,68,4,2,3,0
LK-1321285,2495,1292,1136,4,51,3,3,6,0
LK-1321290,2049,854,1061,2,126,4,0,2,0
LK-1321295,906,395,440,14,49,2,0,6,0
LK-1321300,978,398,509,8,48,6,0,9,0
LK-1321305,3314,1415,1675,52,149,4,3,16,0
LK-1321310,976,389,514,0,64,1,5,3,0
LK-1321315,2261,973,1204,38,40,1,2,3,0
LK-1321320,1657,868,703,2,72,8,2,2,0
LK-1321325,2131,1054,921,9,127,11,4,5,0
LK-1321330,1522,758,699,10,44,6,2,3,0
LK-1321335,1632,714,840,0,70,3,2,3,0
LK-1321340,2051,1001,954,2,85,5,1,3,0
LK-1321345,2436,1255,1102,0,70,1,1,7,0
LK-1321350,3295,1510,1617,9,133,10,5,11,0
LK-1321355,2116,915,1121,6,54,7,5,8,0
LK-1321360,2390,998,1252,20,102,12,2,4,0
LK-1321365,514,212,301,1,0,0,0,0,0
LK-1321370,1018,397,563,11,41,1,1,4,0
LK-1321375,3741,1929,1726,22,55,1,3,5,0
LK-1321380,1813,809,243,700,54,7,0,0,0
LK-1321385,1361,643,636,0,72,4,3,3,0
LK-1321390,1993,869,1066,0,45,1,1,11,0
LK-1321395,3441,1491,1789,41,107,9,2,2,0
LK-1321400,1894,816,970,48,42,3,3,12,0
LK-1321405,3179,1383,1653,16,110,5,3,9,0
LK-1321410,2438,1048,1314,4,59,2,5,6,0
LK-1321415,1414,595,787,1,28,3,0,0,0
LK-1321420,1209,557,552,23,64,2,2,9,0
LK-1321425,1543,665,776,6,87,4,2,3,0
LK-1321430,966,396,519,5,34,1,3,8,0
LK-1321435,1893,840,1014,13,25,1,0,0,0
LK-1324,164969,77427,78443,2492,5436,368,187,616,0
LK-1324005,1884,809,896,83,84,4,3,5,0
LK-1324010,1334,584,689,2,49,2,1,7,0
LK-1324015,1437,598,753,8,66,5,0,7,0
LK-1324020,2083,888,1080,15,77,1,2,20,0
LK-1324025,2847,1248,1485,17,72,3,2,20,0
LK-1324030,1217,506,636,2,67,0,2,4,0
LK-1324035,2206,948,1135,13,96,3,1,10,0
LK-1324040,2029,887,860,217,55,1,3,6,0
LK-1324045,1125,536,487,8,76,0,0,18,0
LK-1324050,1879,784,951,15,107,6,3,13,0
LK-1324055,2504,1114,1281,9,72,4,8,16,0
LK-1324060,2017,869,1052,24,57,1,4,10,0
LK-1324065,991,443,473,6,53,4,1,11,0
LK-1324070,1717,769,899,5,37,2,2,3,0
LK-1324075,1940,872,945,15,94,3,1,10,0
LK-1324080,1116,471,598,5,37,1,1,3,0
LK-1324085,1186,534,644,0,5,1,0,2,0
LK-1324090,1354,593,687,7,59,0,1,7,0
LK-1324095,2424,1051,1086,133,133,4,3,14,0
LK-1324100,1679,826,746,12,80,2,2,11,0
LK-1324105,1647,740,821,7,65,1,3,10,0
LK-1324110,1023,441,557,11,8,0,1,5,0
LK-1324115,2030,872,1049,24,64,1,1,19,0
LK-1324120,1827,798,900,29,90,4,2,4,0
LK-1324125,2603,1119,1251,121,98,3,4,7,0
LK-1324130,3045,1356,1386,189,89,4,3,18,0
LK-1324135,2641,1317,1246,11,50,7,5,5,0
LK-1324140,1188,516,606,6,46,2,3,9,0
LK-1324145,1411,687,632,2,76,13,1,0,0
LK-1324150,681,321,346,0,8,2,1,3,0
LK-1324155,1045,490,484,5,42,5,3,16,0
LK-1324160,2015,908,988,8,92,2,4,13,0
LK-1324165,1421,602,751,16,40,4,3,5,0
LK-1324170,1439,653,725,23,34,1,0,3,0
LK-1324175,1965,887,949,52,58,3,0,16,0
LK-1324180,1364,610,644,13,68,2,1,26,0
LK-1324185,1176,500,640,12,19,2,0,3,0
LK-1324190,3267,1447,1704,3,93,2,3,15,0
LK-1324195,1413,675,700,3,19,4,3,9,0
LK-1324200,3602,1863,1624,10,91,8,3,3,0
LK-1324205,3259,1593,1548,6,103,7,1,1,0
LK-1324210,1234,564,638,0,28,3,0,1,0
LK-1324215,3937,1884,1950,1,78,7,4,13,0
LK-1324220,3383,1635,1665,13,59,10,1,0,0
LK-1324225,1329,645,633,9,34,5,1,2,0
LK-1324230,7297,3775,3138,41,289,19,12,23,0
LK-1324235,2753,1453,1132,28,108,18,2,12,0
LK-1324240,1939,985,881,1,57,10,0,5,0
LK-1324245,5833,2860,2848,9,95,13,3,5,0
LK-1324250,4235,2115,2007,19,64,9,7,14,0
LK-1324255,1495,675,787,3,27,0,1,2,0
LK-1324260,1031,465,510,10,36,0,0,10,0
LK-1324265,2129,939,1070,10,95,3,2,10,0
LK-1324270,1433,636,725,4,56,3,4,5,0
LK-1324275,1461,624,795,5,27,5,0,5,0
LK-1324280,1885,848,967,3,57,5,1,4,0
LK-1324285,5910,3141,2619,32,106,6,5,1,0
LK-1324290,2488,1261,1141,4,71,3,1,7,0
LK-1324295,2916,1247,1477,86,83,13,7,3,0
LK-1324300,1319,606,629,9,58,7,2,8,0
LK-1324305,1235,556,600,4,70,1,2,2,0
LK-1324310,1201,553,604,4,33,2,2,3,0
LK-1324315,1279,570,643,4,51,2,1,8,0
LK-1324320,1951,996,844,5,87,16,1,2,0
LK-1324325,2598,1330,1166,13,71,8,2,8,0
LK-1324330,775,380,223,128,35,2,2,5,0
LK-1324335,1224,769,404,0,48,2,1,0,0
LK-1324340,2442,1225,1070,48,83,13,1,2,0
LK-1324345,1213,643,512,12,43,3,0,0,0
LK-1324350,1494,646,776,1,58,2,3,8,0
LK-1324355,473,200,237,1,30,1,0,4,0
LK-1324360,692,280,324,40,40,0,3,5,0
LK-1324365,3080,1413,1508,43,96,5,1,14,0
LK-1324370,2264,1179,1007,31,41,2,2,2,0
LK-1324375,2176,1100,952,3,101,4,4,12,0
LK-1324380,2758,1373,1253,10,93,15,11,3,0
LK-1324385,1362,617,223,471,44,2,3,2,0
LK-1324390,1837,833,906,1,90,1,4,2,0
LK-1324395,1374,630,544,121,71,3,0,5,0
LK-1324400,2144,1030,864,114,113,13,5,5,0
LK-1324405,1401,606,742,0,45,6,1,1,0
LK-1324410,958,415,495,4,36,2,0,6,0
LK-1327,63960,27311,32072,836,3053,127,105,456,0
LK-1327005,739,306,372,1,55,1,1,3,0
LK-1327010,628,277,295,0,46,2,1,7,0
LK-1327015,903,361,469,10,53,6,3,1,0
LK-1327020,801,332,419,6,35,0,3,6,0
LK-1327025,1128,484,582,3,52,2,0,5,0
LK-1327030,1170,504,573,17,60,2,1,13,0
LK-1327035,1490,622,740,20,78,3,4,23,0
LK-1327040,1217,539,604,5,57,1,1,10,0
LK-1327045,483,195,260,4,15,2,1,6,0
LK-1327050,2162,944,979,108,103,6,4,18,0
LK-1327055,1255,527,634,17,61,1,4,11,0
LK-1327060,702,282,363,2,45,2,3,5,0
LK-1327065,1468,612,759,1,82,10,0,4,0
LK-1327070,1483,656,718,7,78,5,2,17,0
LK-1327075,799,338,416,2,40,1,0,2,0
LK-1327080,676,286,346,6,32,5,1,0,0
LK-1327085,1333,563,657,17,81,2,3,10,0
LK-1327090,1492,621,782,9,63,3,1,13,0
LK-1327095,2354,968,1160,33,147,7,10,29,0
LK-1327100,1735,718,836,32,101,13,12,23,0
LK-1327105,1027,438,537,7,38,1,2,4,0
LK-1327110,1447,612,714,4,82,9,7,19,0
LK-1327115,2432,997,1290,5,115,3,4,18,0
LK-1327120,1765,734,952,0,68,1,0,10,0
LK-1327125,1179,509,576,30,56,1,2,5,0
LK-1327130,1302,572,617,9,88,1,3,12,0
LK-1327135,894,376,424,34,50,2,2,6,0
LK-1327140,874,374,404,23,57,2,0,14,0
LK-1327145,1244,537,530,74,86,4,1,12,0
LK-1327150,1906,808,945,16,119,2,3,13,0
LK-1327155,1182,496,616,2,58,1,0,9,0
LK-1327160,1582,679,788,15,87,1,2,10,0
LK-1327165,2520,1052,1334,15,103,2,2,12,0
LK-1327170,2855,1196,1561,3,84,3,1,7,0
LK-1327175,3211,1444,1629,10,110,1,3,14,0
LK-1327180,892,395,468,8,20,0,0,1,0
LK-1327185,2095,928,1058,9,77,4,8,11,0
LK-1327190,2028,865,1096,14,42,2,1,8,0
LK-1327195,1476,610,742,20,86,2,0,16,0
LK-1327200,1673,754,624,191,85,3,0,16,0
LK-1327205,1126,457,600,1,61,2,0,5,0
LK-1327210,1992,868,1017,32,56,3,4,12,0
LK-1327215,1044,491,525,2,20,0,2,4,0
LK-1327220,1551,688,741,4,100,3,3,12,0
LK-1327225,645,296,320,8,21,0,0,0,0
LK-1330,81286,35522,40125,1850,3183,152,90,364,0
LK-1330005,864,374,361,85,40,2,0,2,0
LK-1330010,1514,655,749,7,84,6,1,12,0
LK-1330015,666,283,341,3,37,0,1,1,0
LK-1330020,1826,818,902,25,64,4,0,13,0
LK-1330025,2044,869,1100,8,54,5,2,6,0
LK-1330030,1289,559,615,25,80,2,1,7,0
LK-1330035,1767,794,696,224,47,6,0,0,0
LK-1330040,2278,981,1206,6,74,5,2,4,0
LK-1330045,2217,928,1168,11,92,6,4,8,0
LK-1330050,485,206,233,4,27,0,0,15,0
LK-1330055,2180,916,1209,4,42,0,4,5,0
LK-1330060,2144,969,1108,11,46,1,0,9,0
LK-1330065,2281,954,1203,54,64,4,1,1,0
LK-1330070,2022,909,1010,8,76,2,2,15,0
LK-1330075,1515,660,794,2,50,4,0,5,0
LK-1330080,1005,421,494,31,47,2,1,9,0
LK-1330085,1167,484,643,15,21,3,1,0,0
LK-1330090,2787,1171,1537,12,50,4,0,13,0
LK-1330095,2502,1107,1187,51,120,11,2,24,0
LK-1330100,1608,724,749,21,94,3,3,14,0
LK-1330105,1704,736,847,3,111,2,1,4,0
LK-1330110,1886,845,860,82,89,2,1,7,0
LK-1330115,1643,695,647,263,29,1,2,6,0
LK-1330120,1786,792,846,18,115,2,0,13,0
LK-1330125,1505,658,668,66,86,9,1,17,0
LK-1330130,1525,666,738,25,74,1,2,19,0
LK-1330135,2504,1064,1300,31,98,3,6,2,0
LK-1330140,2214,974,1119,57,58,2,2,2,0
LK-1330145,1616,677,784,80,58,3,4,10,0
LK-1330150,1323,593,650,0,71,1,2,6,0
LK-1330155,823,339,416,2,62,1,1,2,0
LK-1330160,945,421,473,16,27,5,0,3,0
LK-1330165,1008,424,529,14,30,2,3,6,0
LK-1330170,1678,726,874,6,67,0,2,3,0
LK-1330175,918,493,356,2,54,4,7,2,0
LK-1330180,2791,1202,1362,150,56,6,5,10,0
LK-1330185,2018,1020,663,217,111,6,0,1,0
LK-1330190,1052,459,568,4,11,1,1,8,0
LK-1330195,633,271,328,2,30,0,0,2,0
LK-1330200,823,326,436,7,49,3,1,1,0
LK-1330205,934,408,464,17,33,0,2,10,0
LK-1330210,1145,482,594,3,60,1,1,4,0
LK-1330215,1269,563,568,89,40,3,2,4,0
LK-1330220,828,371,409,7,34,0,1,6,0
LK-1330225,840,367,444,1,22,0,1,5,0
LK-1330230,899,417,401,27,40,4,5,5,0
LK-1330235,1046,465,502,4,68,3,2,2,0
LK-1330240,2080,938,1073,11,46,1,5,6,0
LK-1330245,550,246,287,5,9,0,0,3,0
LK-1330250,600,271,295,10,20,0,0,4,0
LK-1330255,939,396,481,1,55,2,0,4,0
LK-1330260,1052,467,486,6,80,5,2,6,0
LK-1330265,1278,524,659,2,82,4,1,6,0
LK-1330270,648,275,352,2,16,1,1,1,0
LK-1330275,1152,518,601,10,17,1,1,4,0
LK-1330280,695,303,364,0,24,1,0,3,0
LK-1330285,775,348,376,3,42,2,0,4,0
LK-1333,36669,15463,18889,308,1681,70,48,210,0
LK-1333005,1364,587,658,4,91,5,2,17,0
LK-1333010,1712,746,855,9,80,4,2,16,0
LK-1333015,935,366,468,4,81,2,4,10,0
