ID,FIELD-0000,FIELD-0001,FIELD-0002,FIELD-0003,FIELD-0004,FIELD-0005,FIELD-0006
LK-8130085,478,427,1,50,0,0,0
LK-8130090,269,255,0,14,0,0,0
LK-8130095,206,202,0,4,0,0,0
LK-8130100,226,223,0,3,0,0,0
LK-8130105,624,615,2,7,0,0,0
LK-8130110,143,141,0,2,0,0,0
LK-8130115,380,343,0,36,1,0,0
LK-8130120,612,492,15,102,0,1,2
LK-8130125,412,405,1,6,0,0,0
LK-8130130,449,441,0,7,1,0,0
LK-8130135,325,307,0,18,0,0,0
LK-8130140,348,301,0,40,0,7,0
LK-8130145,261,255,0,5,0,1,0
LK-8130150,540,535,0,4,1,0,0
LK-8130155,176,176,0,0,0,0,0
LK-8130160,345,336,0,9,0,0,0
LK-8130165,468,458,0,10,0,0,0
LK-8130170,434,424,0,10,0,0,0
LK-8130175,582,572,0,10,0,0,0
LK-8130180,491,466,0,24,1,0,0
LK-8130185,542,511,2,27,1,0,1
LK-8130190,261,250,0,11,0,0,0
LK-8130195,341,324,0,15,1,0,1
LK-8130200,430,406,0,23,1,0,0
LK-8130205,275,243,2,29,1,0,0
LK-8130210,505,494,2,9,0,0,0
LK-8130215,219,215,0,4,0,0,0
LK-8130220,686,659,0,27,0,0,0
LK-8130225,370,364,2,4,0,0,0
LK-8130230,284,254,1,29,0,0,0
LK-8130235,222,213,0,9,0,0,0
LK-8130240,285,282,0,3,0,0,0
LK-8130245,398,384,0,14,0,0,0
LK-8130250,332,329,0,3,0,0,0
LK-8130255,408,383,1,23,1,0,0
LK-8130260,392,383,0,8,1,0,0
LK-8130265,389,389,0,0,0,0,0
LK-8130270,469,464,1,4,0,0,0
LK-8130275,578,558,0,19,0,0,1
LK-8130280,424,416,0,8,0,0,0
LK-8130285,51,48,0,3,0,0,0
LK-8130290,398,379,2,16,1,0,0
LK-8130295,415,411,1,3,0,0,0
LK-8130300,379,375,0,4,0,0,0
LK-8130305,231,227,0,4,0,0,0
LK-8130310,418,416,0,2,0,0,0
LK-8130315,125,124,0,1,0,0,0
LK-8130320,739,709,4,15,9,0,2
LK-8133,16774,13409,142,3130,53,22,18
LK-8133005,334,323,0,11,0,0,0
LK-8133010,330,316,0,13,1,0,0
LK-8133015,285,261,5,17,1,0,1
LK-8133020,403,373,1,27,1,0,1
LK-8133025,648,544,2,98,3,0,1
LK-8133030,660,538,6,112,4,0,0
LK-8133035,700,558,3,138,1,0,0
LK-8133040,717,521,9,182,4,0,1
LK-8133045,643,619,2,21,1,0,0
LK-8133050,403,297,5,101,0,0,0
LK-8133055,654,460,8,183,2,0,1
LK-8133060,519,364,9,143,2,1,0
LK-8133065,775,293,16,456,5,1,4
LK-8133070,799,284,22,478,11,3,1
LK-8133075,573,319,6,243,2,2,1
LK-8133080,396,340,3,52,0,0,1
LK-8133085,410,398,0,11,0,0,1
LK-8133090,455,431,1,22,1,0,0
LK-8133095,215,215,0,0,0,0,0
LK-8133100,471,462,0,9,0,0,0
LK-8133105,463,343,5,113,1,1,0
LK-8133110,830,520,15,292,1,1,1
LK-8133115,610,422,7,165,2,12,2
LK-8133120,452,420,0,32,0,0,0
LK-8133125,187,176,0,10,0,0,1
LK-8133130,378,331,2,44,1,0,0
LK-8133135,338,292,4,42,0,0,0
LK-8133140,294,283,1,10,0,0,0
LK-8133145,165,155,1,8,1,0,0
LK-8133150,524,491,1,27,5,0,0
LK-8133155,506,490,3,13,0,0,0
LK-8133160,316,316,0,0,0,0,0
LK-8133165,134,133,0,1,0,0,0
LK-8133170,223,211,0,12,0,0,0
LK-8133175,964,910,5,44,3,1,1
LK-8136,11823,11021,42,728,22,2,8
LK-8136005,524,515,2,6,1,0,0
LK-8136010,521,462,2,55,2,0,0
LK-8136015,402,393,0,6,3,0,0
LK-8136020,625,590,0,34,1,0,0
LK-8136025,443,390,4,47,2,0,0
LK-8136030,478,469,0,9,0,0,0
LK-8136035,458,444,0,14,0,0,0
LK-8136040,271,268,0,3,0,0,0
LK-8136045,471,463,1,6,1,0,0
LK-8136050,291,285,0,6,0,0,0
LK-8136055,279,273,0,6,0,0,0
LK-8136060,253,252,0,0,0,0,1
LK-8136065,301,292,3,4,1,1,0
LK-8136070,312,298,0,12,2,0,0
LK-8136075,218,218,0,0,0,0,0
LK-8136080,353,284,3,66,0,0,0
LK-8136085,344,334,0,8,2,0,0
LK-8136090,154,141,1,11,0,0,1
LK-8136095,353,325,1,26,1,0,0
LK-8136100,355,312,1,40,2,0,0
LK-8136105,401,340,4,53,2,0,2
LK-8136110,510,458,5,45,1,0,1
LK-8136115,598,459,1,136,1,0,1
LK-8136120,640,602,3,32,0,1,2
LK-8136125,365,348,0,17,0,0,0
LK-8136130,128,125,0,3,0,0,0
LK-8136135,409,404,1,4,0,0,0
LK-8136140,235,232,1,2,0,0,0
LK-8136145,190,190,0,0,0,0,0
LK-8136150,458,398,4,56,0,0,0
LK-8136155,305,279,5,21,0,0,0
LK-8136160,178,178,0,0,0,0,0
LK-8139,12629,10720,94,1660,128,11,16
LK-8139005,359,312,2,42,1,0,2
LK-8139010,423,341,5,76,0,0,1
LK-8139015,450,221,8,219,2,0,0
LK-8139020,616,558,0,55,3,0,0
LK-8139025,423,299,3,120,0,0,1
LK-8139030,554,446,5,95,0,7,1
LK-8139035,405,369,4,31,0,0,1
LK-8139040,624,238,17,257,105,0,7
LK-8139045,320,282,0,38,0,0,0
LK-8139050,323,309,0,13,1,0,0
LK-8139055,302,292,0,10,0,0,0
LK-8139060,589,516,2,68,1,1,1
LK-8139065,337,281,1,55,0,0,0
LK-8139070,527,416,3,106,2,0,0
LK-8139075,645,604,1,38,1,0,1
LK-8139080,428,414,0,12,2,0,0
LK-8139085,420,403,0,17,0,0,0
LK-8139090,612,582,3,27,0,0,0
LK-8139095,269,263,0,5,0,0,1
LK-8139100,508,409,8,89,0,2,0
LK-8139105,141,138,0,2,0,1,0
LK-8139110,927,739,13,175,0,0,0
LK-8139115,704,677,3,20,4,0,0
LK-8139120,1091,1005,7,73,6,0,0
LK-8139125,280,263,4,13,0,0,0
LK-8139130,352,343,5,4,0,0,0
LK-8142,10270,9974,35,247,11,0,3
LK-8142005,318,311,1,5,1,0,0
LK-8142010,249,241,0,8,0,0,0
LK-8142015,432,399,3,26,4,0,0
LK-8142020,703,658,4,37,3,0,1
LK-8142025,720,697,5,18,0,0,0
LK-8142030,77,74,2,1,0,0,0
LK-8142035,186,182,0,4,0,0,0
LK-8142040,92,90,0,2,0,0,0
LK-8142045,224,222,0,2,0,0,0
LK-8142050,532,521,5,6,0,0,0
LK-8142055,636,605,3,28,0,0,0
LK-8142060,278,277,1,0,0,0,0
LK-8142065,989,967,3,18,0,0,1
LK-8142070,446,441,0,4,1,0,0
LK-8142075,370,364,1,4,1,0,0
LK-8142080,259,244,2,13,0,0,0
LK-8142085,120,120,0,0,0,0,0
LK-8142090,166,165,1,0,0,0,0
LK-8142095,222,221,0,1,0,0,0
LK-8142100,174,171,0,3,0,0,0
LK-8142105,191,188,0,3,0,0,0
LK-8142110,165,162,1,2,0,0,0
LK-8142115,171,171,0,0,0,0,0
LK-8142120,300,261,0,39,0,0,0
LK-8142125,187,181,0,4,1,0,1
LK-8142130,177,170,0,7,0,0,0
LK-8142135,127,120,0,7,0,0,0
LK-8142140,185,185,0,0,0,0,0
LK-8142145,170,169,0,1,0,0,0
LK-8142150,126,126,0,0,0,0,0
LK-8142155,101,101,0,0,0,0,0
LK-8142160,183,182,0,1,0,0,0
LK-8142165,186,184,0,2,0,0,0
LK-8142170,109,109,0,0,0,0,0
LK-8142175,61,61,0,0,0,0,0
LK-8142180,113,113,0,0,0,0,0
LK-8142185,212,211,0,1,0,0,0
LK-8142190,48,47,1,0,0,0,0
LK-8142195,265,263,2,0,0,0,0
LK-82,120137,115523,298,3867,326,5,118
LK-8203,10924,10571,27,304,11,2,9
LK-8203005,94,94,0,0,0,0,0
LK-8203010,192,192,0,0,0,0,0
LK-8203015,250,250,0,0,0,0,0
LK-8203020,201,194,7,0,0,0,0
LK-8203025,134,134,0,0,0,0,0
LK-8203030,158,158,0,0,0,0,0
LK-8203035,373,359,4,10,0,0,0
LK-8203040,295,290,1,2,2,0,0
LK-8203045,282,281,1,0,0,0,0
LK-8203050,219,219,0,0,0,0,0
LK-8203055,249,247,1,1,0,0,0
LK-8203060,228,227,0,1,0,0,0
LK-8203065,365,364,0,1,0,0,0
LK-8203070,305,297,0,8,0,0,0
LK-8203075,273,270,0,3,0,0,0
LK-8203080,301,287,0,14,0,0,0
LK-8203085,392,385,0,6,1,0,0
LK-8203090,341,332,2,7,0,0,0
LK-8203095,202,199,0,3,0,0,0
LK-8203100,279,275,0,3,0,0,1
LK-8203105,274,272,1,1,0,0,0
LK-8203110,241,237,1,0,3,0,0
LK-8203115,191,191,0,0,0,0,0
LK-8203120,254,246,0,8,0,0,0
LK-8203125,453,442,0,10,0,0,1
LK-8203130,294,293,0,1,0,0,0
LK-8203135,436,387,0,49,0,0,0
LK-8203140,353,342,0,11,0,0,0
LK-8203145,412,316,4,86,2,0,4
LK-8203150,224,206,0,17,1,0,0
LK-8203155,330,311,0,19,0,0,0
LK-8203160,226,222,0,3,0,0,1
LK-8203165,533,513,2,17,0,0,1
LK-8203170,190,188,0,2,0,0,0
LK-8203175,272,267,0,3,1,0,1
LK-8203180,235,230,0,5,0,0,0
LK-8203185,221,217,0,3,0,1,0
LK-8203190,217,211,0,6,0,0,0
LK-8203195,188,180,3,4,1,0,0
LK-8203200,247,246,0,0,0,1,0
LK-8206,8216,8021,21,159,9,0,6
LK-8206005,119,116,1,2,0,0,0
LK-8206010,221,218,3,0,0,0,0
LK-8206015,307,305,1,0,0,0,1
LK-8206020,354,309,0,43,2,0,0
LK-8206025,206,198,8,0,0,0,0
LK-8206030,173,172,1,0,0,0,0
LK-8206035,233,230,2,1,0,0,0
LK-8206040,177,177,0,0,0,0,0
LK-8206045,153,151,0,2,0,0,0
LK-8206050,233,233,0,0,0,0,0
LK-8206055,265,265,0,0,0,0,0
LK-8206060,101,100,1,0,0,0,0
LK-8206065,110,110,0,0,0,0,0
LK-8206070,236,236,0,0,0,0,0
LK-8206075,272,268,0,4,0,0,0
LK-8206080,346,342,0,3,1,0,0
LK-8206085,240,240,0,0,0,0,0
LK-8206090,240,228,1,10,1,0,0
LK-8206095,236,202,1,30,3,0,0
LK-8206100,262,260,0,1,1,0,0
LK-8206105,170,169,0,1,0,0,0
LK-8206110,196,192,2,0,0,0,2
LK-8206115,166,165,0,1,0,0,0
LK-8206120,163,163,0,0,0,0,0
LK-8206125,195,194,0,0,0,0,1
LK-8206130,226,224,0,2,0,0,0
LK-8206135,177,177,0,0,0,0,0
LK-8206140,224,223,0,0,0,0,1
LK-8206145,147,147,0,0,0,0,0
LK-8206150,162,161,0,0,1,0,0
LK-8206155,140,140,0,0,0,0,0
LK-8206160,200,200,0,0,0,0,0
LK-8206165,253,252,0,1,0,0,0
LK-8206170,360,344,0,16,0,0,0
LK-8206175,353,338,0,15,0,0,0
LK-8206180,216,216,0,0,0,0,0
LK-8206185,175,171,0,4,0,0,0
LK-8206190,209,185,0,23,0,0,1
LK-8209,9516,9303,29,168,7,0,9
LK-8209005,277,275,0,2,0,0,0
LK-8209010,260,258,1,1,0,0,0
LK-8209015,351,350,0,1,0,0,0
LK-8209020,320,320,0,0,0,0,0
LK-8209025,345,342,0,2,1,0,0
LK-8209030,215,202,0,12,1,0,0
LK-8209035,301,297,0,4,0,0,0
LK-8209040,234,233,1,0,0,0,0
LK-8209045,260,260,0,0,0,0,0
LK-8209050,323,289,1,33,0,0,0
LK-8209055,306,303,0,3,0,0,0
LK-8209060,216,216,0,0,0,0,0
LK-8209065,229,226,0,3,0,0,0
LK-8209070,126,123,1,2,0,0,0
LK-8209075,186,185,0,1,0,0,0
LK-8209080,241,237,1,3,0,0,0
LK-8209085,330,326,0,4,0,0,0
LK-8209090,255,254,0,1,0,0,0
LK-8209095,333,321,0,10,1,0,1
LK-8209100,312,312,0,0,0,0,0
LK-8209105,255,254,1,0,0,0,0
LK-8209110,420,415,0,5,0,0,0
LK-8209115,401,361,6,31,1,0,2
LK-8209120,234,234,0,0,0,0,0
LK-8209125,221,219,0,2,0,0,0
LK-8209130,186,183,2,0,1,0,0
LK-8209135,254,249,1,3,1,0,0
LK-8209140,312,273,7,29,0,0,3
LK-8209145,121,121,0,0,0,0,0
LK-8209150,491,477,1,12,1,0,0
LK-8209155,267,264,1,2,0,0,0
LK-8209160,176,176,0,0,0,0,0
LK-8209165,311,309,0,1,0,0,1
LK-8209170,265,259,5,1,0,0,0
LK-8209175,182,180,0,0,0,0,2
LK-8212,13830,13643,24,157,4,0,2
LK-8212005,247,245,1,1,0,0,0
LK-8212010,320,309,0,10,1,0,0
LK-8212015,327,325,2,0,0,0,0
LK-8212020,259,259,0,0,0,0,0
LK-8212025,141,141,0,0,0,0,0
LK-8212030,208,204,3,1,0,0,0
LK-8212035,335,331,0,4,0,0,0
LK-8212040,297,296,0,1,0,0,0
LK-8212045,193,193,0,0,0,0,0
LK-8212050,177,177,0,0,0,0,0
LK-8212055,349,349,0,0,0,0,0
LK-8212060,156,156,0,0,0,0,0
LK-8212065,173,171,0,2,0,0,0
LK-8212070,224,222,0,2,0,0,0
LK-8212075,201,201,0,0,0,0,0
LK-8212080,367,364,0,3,0,0,0
LK-8212085,176,171,5,0,0,0,0
LK-8212090,213,213,0,0,0,0,0
LK-8212095,291,290,0,1,0,0,0
LK-8212100,282,281,0,1,0,0,0
LK-8212105,254,253,0,1,0,0,0
LK-8212110,166,166,0,0,0,0,0
LK-8212115,371,344,0,26,1,0,0
LK-8212120,206,175,0,31,0,0,0
LK-8212125,299,296,0,3,0,0,0
LK-8212130,541,536,1,4,0,0,0
LK-8212135,370,368,0,1,0,0,1
LK-8212140,305,300,0,5,0,0,0
LK-8212145,269,268,0,1,0,0,0
LK-8212150,247,245,0,2,0,0,0
LK-8212155,262,256,0,6,0,0,0
LK-8212160,607,579,4,22,1,0,1
LK-8212165,327,325,0,2,0,0,0
LK-8212170,196,192,0,4,0,0,0
LK-8212175,203,199,0,4,0,0,0
LK-8212180,378,376,1,1,0,0,0
LK-8212185,283,281,1,1,0,0,0
LK-8212190,276,276,0,0,0,0,0
LK-8212195,242,241,1,0,0,0,0
LK-8212200,271,267,0,4,0,0,0
LK-8212205,344,344,0,0,0,0,0
LK-8212210,453,453,0,0,0,0,0
LK-8212215,324,315,0,9,0,0,0
LK-8212220,249,248,0,1,0,0,0
LK-8212225,408,408,0,0,0,0,0
LK-8212230,388,387,0,1,0,0,0
LK-8212235,241,238,2,1,0,0,0
LK-8212240,414,409,3,1,1,0,0
LK-8215,12744,11491,48,1146,26,0,33
LK-8215005,405,404,0,1,0,0,0
LK-8215010,365,364,0,1,0,0,0
LK-8215015,208,206,0,2,0,0,0
LK-8215020,236,226,1,9,0,0,0
LK-8215025,548,433,18,86,9,0,2
LK-8215030,368,364,0,4,0,0,0
LK-8215035,496,457,1,36,1,0,1
LK-8215040,522,508,0,13,0,0,1
LK-8215045,667,519,1,136,2,0,9
LK-8215050,518,385,3,126,4,0,0
LK-8215055,579,368,3,193,4,0,11
LK-8215060,444,438,0,6,0,0,0
LK-8215065,261,260,1,0,0,0,0
LK-8215070,415,412,0,2,1,0,0
LK-8215075,240,238,0,2,0,0,0
LK-8215080,475,473,0,2,0,0,0
LK-8215085,637,487,1,146,1,0,2
LK-8215090,882,618,3,259,2,0,0
LK-8215095,1300,1204,9,83,2,0,2
LK-8215100,598,577,1,18,0,0,2
LK-8215105,648,634,1,12,0,0,1
LK-8215110,634,625,0,7,0,0,2
LK-8215115,383,382,1,0,0,0,0
LK-8215120,244,243,0,1,0,0,0
LK-8215125,432,431,1,0,0,0,0
LK-8215130,239,235,3,1,0,0,0
LK-8218,10863,10699,18,139,3,0,4
LK-8218005,151,151,0,0,0,0,0
LK-8218010,280,277,3,0,0,0,0
LK-8218015,225,223,0,2,0,0,0
LK-8218020,131,131,0,0,0,0,0
LK-8218025,297,296,0,1,0,0,0
LK-8218030,242,242,0,0,0,0,0
LK-8218035,254,253,1,0,0,0,0
LK-8218040,259,257,0,2,0,0,0
LK-8218045,184,180,1,3,0,0,0
LK-8218050,237,234,0,2,0,0,1
LK-8218055,353,352,1,0,0,0,0
LK-8218060,219,217,0,2,0,0,0
LK-8218065,262,259,2,1,0,0,0
LK-8218070,477,473,1,3,0,0,0
LK-8218075,329,329,0,0,0,0,0
LK-8218080,418,343,0,73,0,0,2
LK-8218085,300,291,0,9,0,0,0
LK-8218090,382,376,1,4,0,0,1
LK-8218095,248,242,0,6,0,0,0
LK-8218100,335,329,0,6,0,0,0
LK-8218105,400,396,0,3,1,0,0
LK-8218110,226,225,0,1,0,0,0
LK-8218115,307,302,0,4,1,0,0
LK-8218120,140,140,0,0,0,0,0
LK-8218125,221,221,0,0,0,0,0
LK-8218130,324,323,1,0,0,0,0
LK-8218135,161,161,0,0,0,0,0
LK-8218140,401,399,0,2,0,0,0
LK-8218145,460,455,3,1,1,0,0
LK-8218150,144,143,1,0,0,0,0
LK-8218155,242,237,0,5,0,0,0
LK-8218160,126,126,0,0,0,0,0
LK-8218165,312,312,0,0,0,0,0
LK-8218170,135,135,0,0,0,0,0
LK-8218175,133,132,1,0,0,0,0
LK-8218180,166,166,0,0,0,0,0
LK-8218185,239,236,1,2,0,0,0
LK-8218190,233,229,1,3,0,0,0
LK-8218195,133,133,0,0,0,0,0
LK-8218200,378,377,0,1,0,0,0
LK-8218205,399,396,0,3,0,0,0
LK-8221,16453,15912,29,489,9,1,13
LK-8221005,450,447,0,3,0,0,0
LK-8221010,491,487,0,4,0,0,0
LK-8221015,422,419,1,1,0,0,1
LK-8221020,686,667,0,19,0,0,0
LK-8221025,480,431,2,47,0,0,0
LK-8221030,288,281,0,6,1,0,0
LK-8221035,487,436,1,48,2,0,0
LK-8221040,1080,948,5,125,1,1,0
LK-8221045,472,426,0,40,3,0,3
LK-8221050,435,420,0,14,0,0,1
LK-8221055,1434,1375,1,57,0,0,1
LK-8221060,594,586,1,7,0,0,0
LK-8221065,599,596,1,2,0,0,0
LK-8221070,509,506,0,3,0,0,0
LK-8221075,511,496,2,12,0,0,1
LK-8221080,573,556,3,14,0,0,0
LK-8221085,429,424,3,2,0,0,0
LK-8221090,694,690,1,3,0,0,0
LK-8221095,511,474,2,34,0,0,1
LK-8221100,391,387,0,4,0,0,0
LK-8221105,360,355,0,5,0,0,0
LK-8221110,472,472,0,0,0,0,0
LK-8221115,807,791,0,14,1,0,1
LK-8221120,615,607,0,8,0,0,0
LK-8221125,333,328,0,4,0,0,1
LK-8221130,751,742,5,2,0,0,2
LK-8221135,359,356,1,1,1,0,0
LK-8221140,601,597,0,4,0,0,0
LK-8221145,619,612,0,6,0,0,1
LK-8224,14170,13447,16,447,241,1,18
LK-8224005,313,313,0,0,0,0,0
LK-8224010,435,432,0,3,0,0,0
LK-8224015,741,735,0,4,1,0,1
LK-8224020,586,555,1,27,2,0,1
LK-8224025,510,487,1,22,0,0,0
LK-8224030,590,434,2,152,1,0,1
LK-8224035,549,537,0,10,0,0,2
LK-8224040,496,490,0,6,0,0,0
LK-8224045,416,387,1,26,0,0,2
LK-8224050,344,344,0,0,0,0,0
LK-8224055,468,461,1,6,0,0,0
LK-8224060,653,653,0,0,0,0,0
LK-8224065,177,177,0,0,0,0,0
LK-8224070,416,413,3,0,0,0,0
LK-8224075,498,498,0,0,0,0,0
LK-8224080,594,588,0,5,0,1,0
LK-8224085,462,451,0,9,2,0,0
LK-8224090,351,315,0,33,2,0,1
LK-8224095,607,591,0,16,0,0,0
LK-8224100,327,314,0,12,1,0,0
LK-8224105,722,694,3,25,0,0,0
LK-8224110,512,496,0,12,2,0,2
LK-8224115,394,393,0,1,0,0,0
LK-8224120,501,498,0,3,0,0,0
LK-8224125,509,214,0,62,229,0,4
LK-8224130,329,329,0,0,0,0,0
LK-8224135,521,511,0,8,0,0,2
LK-8224140,462,456,1,3,0,0,2
LK-8224145,687,681,3,2,1,0,0
LK-8227,4757,4247,52,444,3,1,10
LK-8227005,495,452,1,41,0,0,1
LK-8227010,871,840,5,26,0,0,0
LK-8227015,1226,954,34,231,2,0,5
LK-8227020,1086,1007,3,75,0,0,1
LK-8227025,1079,994,9,71,1,1,3
LK-8230,7462,7290,12,154,2,0,4
LK-8230005,727,726,0,1,0,0,0
LK-8230010,834,834,0,0,0,0,0
LK-8230015,599,599,0,0,0,0,0
LK-8230020,656,637,2,14,0,0,3
LK-8230025,546,544,0,2,0,0,0
LK-8230030,460,455,0,5,0,0,0
LK-8230035,299,298,0,0,1,0,0
LK-8230040,634,631,0,2,0,0,1
LK-8230045,246,246,0,0,0,0,0
LK-8230050,247,245,0,2,0,0,0
LK-8230055,489,475,2,12,0,0,0
LK-8230060,375,366,0,9,0,0,0
LK-8230065,811,703,7,100,1,0,0
LK-8230070,539,531,1,7,0,0,0
LK-8233,11202,10899,22,260,11,0,10
LK-8233005,1745,1712,2,30,1,0,0
LK-8233010,688,683,1,4,0,0,0
LK-8233015,512,507,1,4,0,0,0
LK-8233020,249,249,0,0,0,0,0
LK-8233025,209,207,1,0,1,0,0
LK-8233030,797,755,1,35,0,0,6
LK-8233035,1259,1175,7,72,5,0,0
LK-8233040,879,872,0,5,1,0,1
LK-8233045,433,415,0,18,0,0,0
LK-8233050,400,390,0,10,0,0,0
LK-8233055,1474,1441,3,28,1,0,1
LK-8233060,948,935,4,8,0,0,1
LK-8233065,812,784,2,23,2,0,1
LK-8233070,797,774,0,23,0,0,0
LK-9,506642,469805,1434,34185,554,81,583
LK-91,285893,265076,867,19237,366,39,308
LK-9103,22561,20511,68,1921,29,3,29
LK-9103005,781,656,9,110,3,0,3
LK-9103010,495,490,0,5,0,0,0
LK-9103015,387,354,1,31,1,0,0
LK-9103020,415,333,2,79,0,1,0
LK-9103025,352,310,1,41,0,0,0
LK-9103030,976,884,4,82,4,0,2
LK-9103035,652,621,3,28,0,0,0
LK-9103040,635,578,0,57,0,0,0
LK-9103045,343,341,1,1,0,0,0
LK-9103050,246,232,0,14,0,0,0
LK-9103055,178,172,0,6,0,0,0
LK-9103060,395,389,0,1,4,0,1
LK-9103065,171,164,0,7,0,0,0
LK-9103070,217,213,0,4,0,0,0
LK-9103075,274,266,0,8,0,0,0
LK-9103080,372,335,0,37,0,0,0
LK-9103085,418,392,1,24,1,0,0
LK-9103090,295,278,2,15,0,0,0
LK-9103095,300,291,1,8,0,0,0
LK-9103100,355,314,3,35,3,0,0
LK-9103105,524,388,3,128,4,0,1
LK-9103110,404,343,3,58,0,0,0
LK-9103115,731,585,2,144,0,0,0
LK-9103120,589,452,2,133,0,0,2
LK-9103125,311,167,9,131,2,0,2
LK-9103130,205,166,1,36,0,0,2
LK-9103135,167,151,2,13,0,0,1
LK-9103140,748,626,5,117,0,0,0
LK-9103141,588,547,1,39,0,0,1
LK-9103142,603,530,1,67,1,0,4
LK-9103143,812,772,0,39,0,0,1
LK-9103144,563,490,1,72,0,0,0
LK-9103145,263,239,1,22,0,0,1
LK-9103146,722,671,0,48,0,0,3
LK-9103147,858,732,1,122,0,1,2
LK-9103148,666,645,2,14,4,1,0
LK-9103149,477,467,3,6,1,0,0
LK-9103150,323,298,1,23,0,0,1
LK-9103155,467,442,1,23,1,0,0
LK-9103160,347,338,1,8,0,0,0
LK-9103165,165,165,0,0,0,0,0
LK-9103170,408,402,0,6,0,0,0
LK-9103175,248,244,0,4,0,0,0
LK-9103180,693,681,0,12,0,0,0
LK-9103185,322,314,0,8,0,0,0
LK-9103190,478,456,0,22,0,0,0
LK-9103195,308,289,0,19,0,0,0
LK-9103200,347,347,0,0,0,0,0
LK-9103205,382,380,0,1,0,0,1
LK-9103220,585,571,0,13,0,0,1
LK-9106,18968,17258,62,1607,9,10,22
LK-9106020,841,803,2,36,0,0,0
LK-9106045,910,835,2,72,0,0,1
LK-9106050,739,729,3,7,0,0,0
LK-9106055,473,467,0,6,0,0,0
LK-9106060,409,405,1,3,0,0,0
LK-9106065,239,236,0,3,0,0,0
LK-9106070,473,458,1,13,1,0,0
LK-9106075,560,557,0,3,0,0,0
LK-9106080,381,375,3,3,0,0,0
LK-9106085,581,563,0,18,0,0,0
LK-9106090,491,439,1,50,1,0,0
LK-9106095,938,824,4,108,0,0,2
LK-9106105,285,276,1,7,0,0,1
LK-9106110,525,515,0,10,0,0,0
LK-9106115,645,635,0,10,0,0,0
LK-9106120,666,644,0,22,0,0,0
LK-9106125,597,527,1,68,0,0,1
LK-9106130,416,339,2,74,0,0,1
LK-9106135,203,179,3,17,0,0,4
LK-9106140,455,398,3,54,0,0,0
LK-9106145,678,538,3,134,1,2,0
LK-9106150,1065,816,7,237,0,1,4
LK-9106155,584,565,4,14,0,0,1
LK-9106160,564,430,2,127,0,1,4
LK-9106165,1116,912,9,188,2,3,2
LK-9106170,770,740,1,28,0,1,0
LK-9106175,332,324,0,8,0,0,0
LK-9106180,928,904,2,22,0,0,0
LK-9106185,911,850,1,59,1,0,0
LK-9106190,594,425,5,159,2,2,1
LK-9106195,599,550,1,47,1,0,0
LK-9109,9597,9105,16,453,7,1,15
LK-9109005,545,523,1,21,0,0,0
LK-9109010,872,840,0,30,1,0,1
LK-9109015,207,205,0,2,0,0,0
LK-9109020,624,603,1,19,0,0,1
LK-9109025,481,480,1,0,0,0,0
LK-9109030,365,355,0,8,0,0,2
LK-9109035,324,297,1,24,2,0,0
LK-9109040,290,286,0,3,0,0,1
LK-9109045,432,385,1,46,0,0,0
LK-9109050,222,221,0,1,0,0,0
LK-9109051,497,468,2,27,0,0,0
LK-9109052,402,401,0,1,0,0,0
LK-9109055,692,648,2,41,1,0,0
LK-9109060,326,304,1,21,0,0,0
LK-9109065,635,543,3,83,1,1,4
LK-9109070,859,832,1,26,0,0,0
LK-9109075,867,818,1,47,1,0,0
LK-9109080,723,678,1,37,1,0,6
LK-9109085,234,218,0,16,0,0,0
LK-9112,30385,24943,238,5006,118,13,67
LK-9112005,452,449,0,3,0,0,0
LK-9112010,374,371,2,1,0,0,0
LK-9112015,377,372,0,3,1,0,1
LK-9112020,262,256,1,5,0,0,0
LK-9112025,307,300,0,4,0,0,3
LK-9112030,309,303,0,6,0,0,0
LK-9112035,745,744,1,0,0,0,0
LK-9112040,590,582,4,4,0,0,0
LK-9112045,686,650,3,28,4,0,1
LK-9112050,439,426,0,11,2,0,0
LK-9112055,455,441,2,12,0,0,0
LK-9112060,1195,1144,11,37,3,0,0
LK-9112065,437,431,0,6,0,0,0
LK-9112070,627,621,1,4,1,0,0
LK-9112075,538,526,2,6,3,0,1
LK-9112080,304,300,0,4,0,0,0
LK-9112085,806,655,4,145,0,0,2
LK-9112090,475,300,1,167,4,0,3
LK-9112095,696,642,4,46,0,0,4
LK-9112100,607,377,1,227,1,0,1
LK-9112105,1641,1235,16,381,8,0,1
LK-9112110,264,235,1,27,0,0,1
LK-9112115,703,652,0,50,0,0,1
LK-9112120,814,797,0,17,0,0,0
LK-9112125,528,513,2,12,1,0,0
LK-9112130,527,501,3,23,0,0,0
LK-9112135,225,217,1,7,0,0,0
LK-9112140,254,253,0,1,0,0,0
LK-9112145,529,527,0,2,0,0,0
LK-9112150,230,229,0,1,0,0,0
LK-9112155,278,278,0,0,0,0,0
LK-9112160,324,321,1,2,0,0,0
LK-9112165,232,226,0,5,1,0,0
LK-9112170,299,298,0,1,0,0,0
LK-9112175,585,549,3,33,0,0,0
LK-9112180,1121,901,4,202,10,1,3
LK-9112185,1165,592,12,540,2,3,16
LK-9112190,703,502,3,192,0,0,6
LK-9112195,731,451,4,275,0,0,1
LK-9112200,235,76,2,153,0,0,4
