ID,FIELD-0000,FIELD-0001,FIELD-0002,FIELD-0003,FIELD-0004,FIELD-0005,FIELD-0006,FIELD-0007,FIELD-0008,FIELD-0009,FIELD-0010,FIELD-0011,FIELD-0012,FIELD-0013
LK-3321135,106,23,4,5,2,1,0,6,0,0,0,0,0,65
LK-3321140,238,34,5,1,0,2,0,176,0,0,0,0,0,20
LK-3321145,95,29,4,0,0,0,0,60,1,0,1,0,0,0
LK-3321150,235,96,108,4,1,11,0,4,11,0,0,0,0,0
LK-3321155,256,130,55,12,13,34,4,4,2,0,2,0,0,0
LK-3321160,149,23,11,7,3,37,8,55,4,0,0,0,0,1
LK-3321165,155,36,7,1,10,5,0,95,1,0,0,0,0,0
LK-3321170,386,35,30,0,152,68,8,90,3,0,0,0,0,0
LK-3321175,263,48,27,15,126,26,20,0,1,0,0,0,0,0
LK-3321180,244,25,54,0,27,130,7,0,1,0,0,0,0,0
LK-3321185,249,85,74,0,18,69,2,0,1,0,0,0,0,0
LK-3321190,209,135,35,0,0,0,4,35,0,0,0,0,0,0
LK-3321195,150,84,17,0,4,3,13,29,0,0,0,0,0,0
LK-3321200,125,46,19,0,3,5,3,49,0,0,0,0,0,0
LK-3321205,128,68,32,1,2,25,0,0,0,0,0,0,0,0
LK-3321210,138,85,20,8,0,1,3,0,0,0,0,0,0,21
LK-3321215,124,51,34,0,0,1,0,0,38,0,0,0,0,0
LK-3321220,162,87,41,7,2,1,1,22,1,0,0,0,0,0
LK-3321225,217,80,120,0,4,9,3,0,1,0,0,0,0,0
LK-3321230,319,63,47,6,141,49,6,0,4,0,1,0,0,2
LK-3321235,264,14,7,2,201,34,6,0,0,0,0,0,0,0
LK-3321240,188,32,23,4,50,78,1,0,0,0,0,0,0,0
LK-3321245,224,26,7,1,59,89,6,36,0,0,0,0,0,0
LK-3321250,253,38,2,0,132,39,4,38,0,0,0,0,0,0
LK-3321255,252,86,25,1,52,20,1,66,1,0,0,0,0,0
LK-3321260,118,28,3,0,1,5,2,79,0,0,0,0,0,0
LK-3321265,208,51,56,1,24,22,0,53,0,0,0,1,0,0
LK-3321270,236,68,32,0,10,55,1,70,0,0,0,0,0,0
LK-3321275,109,17,35,1,0,0,6,36,14,0,0,0,0,0
LK-3321280,183,22,17,3,11,60,7,57,6,0,0,0,0,0
LK-3321285,139,18,74,0,0,3,1,9,34,0,0,0,0,0
LK-3321290,245,23,6,1,1,209,5,0,0,0,0,0,0,0
LK-3321295,159,116,20,0,1,2,12,8,0,0,0,0,0,0
LK-3321300,125,10,10,0,0,2,3,100,0,0,0,0,0,0
LK-3324,12338,1594,1324,839,1694,2007,458,1967,706,0,1645,15,32,57
LK-3324005,187,6,10,18,0,0,1,0,4,0,148,0,0,0
LK-3324010,401,5,16,26,0,3,2,0,46,0,301,2,0,0
LK-3324015,215,36,13,16,0,0,0,0,3,0,146,0,0,1
LK-3324020,185,38,22,7,0,9,16,0,35,0,58,0,0,0
LK-3324025,78,8,1,3,1,2,0,0,8,0,55,0,0,0
LK-3324030,202,37,31,0,0,0,0,0,15,0,119,0,0,0
LK-3324035,87,16,14,30,0,0,0,0,4,0,23,0,0,0
LK-3324040,258,82,92,60,8,1,8,7,0,0,0,0,0,0
LK-3324045,155,14,5,4,0,0,0,121,10,0,0,0,0,1
LK-3324050,257,4,5,5,4,196,19,0,24,0,0,0,0,0
LK-3324055,216,22,4,1,165,7,2,0,4,0,0,0,0,11
LK-3324060,304,3,0,0,94,172,31,0,4,0,0,0,0,0
LK-3324065,471,0,0,0,232,92,26,113,7,0,0,0,0,1
LK-3324070,163,4,1,1,3,3,13,129,2,0,0,0,0,7
LK-3324075,138,2,0,0,14,10,4,105,2,0,0,0,0,1
LK-3324080,212,3,1,3,44,130,28,0,2,0,0,1,0,0
LK-3324085,313,0,0,0,51,88,25,149,0,0,0,0,0,0
LK-3324090,263,3,0,0,170,61,18,1,1,0,0,0,2,7
LK-3324095,356,2,1,0,206,129,16,0,1,0,0,0,0,1
LK-3324100,117,3,8,0,16,81,8,1,0,0,0,0,0,0
LK-3324105,181,10,12,4,36,95,8,11,5,0,0,0,0,0
LK-3324110,211,59,28,0,54,59,2,0,9,0,0,0,0,0
LK-3324115,284,123,95,48,1,2,0,9,6,0,0,0,0,0
LK-3324120,310,65,93,23,4,4,9,105,4,0,3,0,0,0
LK-3324125,384,58,33,34,59,34,20,132,12,0,0,0,0,2
LK-3324130,248,24,61,21,5,26,3,4,94,0,10,0,0,0
LK-3324135,117,3,0,4,0,2,0,0,9,0,99,0,0,0
LK-3324140,141,17,1,16,27,15,7,23,8,0,27,0,0,0
LK-3324145,120,5,6,7,10,15,5,0,4,0,60,4,0,4
LK-3324150,351,25,32,34,31,59,32,60,9,0,62,6,0,1
LK-3324155,177,4,2,14,3,3,1,0,0,0,119,0,30,1
LK-3324160,192,11,3,3,0,0,0,92,1,0,82,0,0,0
LK-3324165,188,33,15,24,0,7,10,83,5,0,7,0,0,4
LK-3324170,166,22,32,15,24,20,8,34,9,0,1,0,0,1
LK-3324175,380,29,14,26,169,109,22,0,11,0,0,0,0,0
LK-3324180,222,26,49,3,38,77,18,0,11,0,0,0,0,0
LK-3324185,159,19,12,3,0,1,2,120,1,0,0,0,0,1
LK-3324190,100,4,1,14,0,0,0,81,0,0,0,0,0,0
LK-3324195,193,37,40,0,0,98,0,0,18,0,0,0,0,0
LK-3324200,144,1,2,0,30,95,9,1,6,0,0,0,0,0
LK-3324205,157,23,29,0,0,1,0,84,20,0,0,0,0,0
LK-3324210,165,20,24,13,5,10,0,21,72,0,0,0,0,0
LK-3324215,217,34,32,22,16,49,7,0,57,0,0,0,0,0
LK-3324220,168,35,32,38,17,13,8,0,23,0,0,2,0,0
LK-3324225,277,81,67,0,93,25,8,1,1,0,1,0,0,0
LK-3324230,192,8,15,16,18,44,7,41,32,0,0,0,0,11
LK-3324235,198,28,15,12,11,67,4,47,12,0,0,0,0,2
LK-3324240,250,89,22,17,2,13,3,40,8,0,56,0,0,0
LK-3324245,197,22,48,2,1,0,1,0,0,0,123,0,0,0
LK-3324250,202,11,13,15,0,0,3,11,4,0,145,0,0,0
LK-3324255,277,49,94,38,15,17,17,40,7,0,0,0,0,0
LK-3324260,302,127,22,7,1,1,9,96,39,0,0,0,0,0
LK-3324265,206,71,20,5,10,12,6,73,9,0,0,0,0,0
LK-3324270,206,28,66,15,1,35,1,48,12,0,0,0,0,0
LK-3324275,182,35,38,68,2,15,10,1,13,0,0,0,0,0
LK-3324280,296,70,32,104,3,0,1,83,3,0,0,0,0,0
LK-3325,11186,3291,2003,662,824,597,256,1851,188,0,1446,0,1,67
LK-3325005,186,5,6,13,0,0,0,1,0,0,160,0,0,1
LK-3325010,186,3,3,9,0,0,0,0,0,0,171,0,0,0
LK-3325015,211,23,10,0,21,26,2,59,1,0,69,0,0,0
LK-3325020,167,8,14,7,0,0,1,68,1,0,65,0,0,3
LK-3325025,207,39,21,15,9,8,3,105,2,0,0,0,1,4
LK-3325030,235,70,48,18,2,3,7,73,9,0,0,0,0,5
LK-3325035,248,21,52,74,28,25,18,25,1,0,4,0,0,0
LK-3325040,242,84,63,0,38,25,25,0,3,0,1,0,0,3
LK-3325045,202,66,82,0,3,2,9,39,1,0,0,0,0,0
LK-3325050,290,75,157,6,3,0,1,48,0,0,0,0,0,0
LK-3325055,192,45,60,25,0,0,0,60,2,0,0,0,0,0
LK-3325060,222,32,36,7,3,4,4,89,47,0,0,0,0,0
LK-3325065,273,78,21,27,2,5,3,136,1,0,0,0,0,0
LK-3325070,203,20,14,2,0,1,0,154,5,0,0,0,0,7
LK-3325075,225,55,35,21,36,49,7,8,11,0,3,0,0,0
LK-3325080,209,76,39,21,26,38,5,1,3,0,0,0,0,0
LK-3325085,206,29,120,0,0,0,0,56,1,0,0,0,0,0
LK-3325090,196,113,40,14,0,2,1,23,3,0,0,0,0,0
LK-3325095,246,39,49,0,40,76,10,31,1,0,0,0,0,0
LK-3325100,224,53,67,19,25,33,10,9,8,0,0,0,0,0
LK-3325105,294,46,16,21,4,11,9,184,3,0,0,0,0,0
LK-3325110,208,10,6,20,1,0,1,10,2,0,157,0,0,1
LK-3325115,208,3,0,0,0,1,0,0,0,0,204,0,0,0
LK-3325120,212,3,0,1,0,0,7,0,0,0,201,0,0,0
LK-3325125,147,6,8,11,0,1,0,0,0,0,121,0,0,0
LK-3325130,182,7,7,3,0,0,0,0,0,0,165,0,0,0
LK-3325135,215,18,12,6,0,1,78,1,0,0,98,0,0,1
LK-3325140,178,34,17,17,0,12,0,92,2,0,0,0,0,4
LK-3325145,210,37,14,34,0,0,0,117,8,0,0,0,0,0
LK-3325150,176,48,8,21,0,2,0,91,5,0,0,0,0,1
LK-3325155,232,42,19,10,30,40,20,69,1,0,1,0,0,0
LK-3325160,154,32,2,8,9,26,0,48,2,0,0,0,0,27
LK-3325165,182,81,24,27,3,8,6,27,6,0,0,0,0,0
LK-3325170,157,29,23,2,68,31,4,0,0,0,0,0,0,0
LK-3325175,120,76,30,0,0,0,0,14,0,0,0,0,0,0
LK-3325180,224,138,45,18,3,4,1,1,9,0,0,0,0,5
LK-3325185,190,128,40,19,0,1,0,1,0,0,0,0,0,1
LK-3325190,366,183,116,8,39,5,5,3,6,0,0,0,0,1
LK-3325195,272,123,61,4,28,11,2,38,4,0,0,0,0,1
LK-3325200,297,127,91,15,15,13,3,3,6,0,23,0,0,1
LK-3325205,124,2,3,9,1,9,1,94,5,0,0,0,0,0
LK-3325210,213,80,31,39,0,0,0,63,0,0,0,0,0,0
LK-3325215,326,153,127,40,0,0,0,0,6,0,0,0,0,0
LK-3325220,194,104,38,1,44,3,0,1,3,0,0,0,0,0
LK-3325225,209,153,45,10,0,0,1,0,0,0,0,0,0,0
LK-3325230,107,80,20,1,3,0,0,2,1,0,0,0,0,0
LK-3325235,203,118,41,19,0,7,0,2,16,0,0,0,0,0
LK-3325240,187,84,71,10,11,10,1,0,0,0,0,0,0,0
LK-3325245,177,46,9,0,72,44,6,0,0,0,0,0,0,0
LK-3325250,73,13,15,1,24,16,3,0,0,0,0,0,0,1
LK-3325255,385,178,49,0,120,31,2,0,2,0,3,0,0,0
LK-3325260,181,59,4,2,104,11,0,0,1,0,0,0,0,0
LK-3325265,213,116,74,7,9,2,0,5,0,0,0,0,0,0
LK-3327,4807,2139,1174,288,113,82,37,849,115,1,1,3,0,5
LK-3327005,174,60,34,22,0,2,4,40,12,0,0,0,0,0
LK-3327010,164,103,49,0,0,5,0,0,7,0,0,0,0,0
LK-3327015,402,194,151,29,2,0,0,0,26,0,0,0,0,0
LK-3327020,178,48,31,20,1,4,6,68,0,0,0,0,0,0
LK-3327025,234,104,40,1,0,7,6,75,1,0,0,0,0,0
LK-3327030,138,45,28,19,15,20,4,1,6,0,0,0,0,0
LK-3327035,221,43,29,14,9,15,1,109,1,0,0,0,0,0
LK-3327040,180,45,108,0,1,2,0,2,22,0,0,0,0,0
LK-3327045,269,147,119,2,0,0,1,0,0,0,0,0,0,0
LK-3327050,193,81,63,17,21,2,1,2,6,0,0,0,0,0
LK-3327055,171,119,28,21,0,0,0,2,0,0,0,1,0,0
LK-3327060,147,87,27,9,16,0,0,8,0,0,0,0,0,0
LK-3327065,204,110,19,9,5,0,2,59,0,0,0,0,0,0
LK-3327070,199,79,62,0,4,2,5,46,1,0,0,0,0,0
LK-3327075,173,41,51,43,2,1,0,13,22,0,0,0,0,0
LK-3327080,118,48,37,22,6,3,2,0,0,0,0,0,0,0
LK-3327085,170,113,52,3,0,0,0,0,2,0,0,0,0,0
LK-3327090,151,85,45,5,0,0,1,14,1,0,0,0,0,0
LK-3327095,144,69,42,9,10,6,0,0,6,0,0,0,0,2
LK-3327100,184,87,16,5,4,6,2,62,0,0,0,0,0,2
LK-3327105,139,62,18,8,0,0,0,50,0,0,0,1,0,0
LK-3327110,160,53,16,1,0,0,1,88,0,1,0,0,0,0
LK-3327115,230,81,7,0,0,2,1,138,0,0,0,0,0,1
LK-3327120,116,38,6,5,4,1,0,61,0,0,0,1,0,0
LK-3327125,101,42,24,19,13,2,0,1,0,0,0,0,0,0
LK-3327130,139,100,33,1,0,0,0,2,2,0,1,0,0,0
LK-3327135,108,55,39,4,0,2,0,8,0,0,0,0,0,0
LK-3330,14453,3475,1401,329,3950,2334,320,2572,31,0,0,0,2,39
LK-3330005,113,52,54,3,3,0,0,1,0,0,0,0,0,0
LK-3330010,195,109,56,19,0,1,0,10,0,0,0,0,0,0
LK-3330015,162,116,35,10,0,0,0,1,0,0,0,0,0,0
LK-3330020,109,52,11,0,29,0,0,17,0,0,0,0,0,0
LK-3330025,199,98,18,0,0,3,0,80,0,0,0,0,0,0
LK-3330030,225,68,8,0,3,2,3,136,5,0,0,0,0,0
LK-3330035,150,38,92,1,0,0,0,19,0,0,0,0,0,0
LK-3330040,142,26,42,0,1,3,0,68,1,0,0,0,0,1
LK-3330045,145,55,26,0,0,1,0,61,2,0,0,0,0,0
LK-3330050,222,55,58,0,0,0,0,109,0,0,0,0,0,0
LK-3330055,118,14,3,0,42,53,6,0,0,0,0,0,0,0
LK-3330060,219,47,1,1,43,19,2,104,2,0,0,0,0,0
LK-3330065,97,32,5,0,0,6,0,53,0,0,0,0,1,0
LK-3330070,179,140,31,1,0,1,1,5,0,0,0,0,0,0
LK-3330075,126,105,16,0,1,1,0,3,0,0,0,0,0,0
LK-3330080,255,193,55,3,3,0,0,0,1,0,0,0,0,0
LK-3330085,97,58,38,0,0,0,0,1,0,0,0,0,0,0
LK-3330090,260,109,41,1,38,58,10,1,2,0,0,0,0,0
LK-3330095,191,89,20,3,46,27,6,0,0,0,0,0,0,0
LK-3330100,111,42,4,1,46,18,0,0,0,0,0,0,0,0
LK-3330105,297,30,6,0,166,84,11,0,0,0,0,0,0,0
LK-3330110,159,20,7,0,72,55,5,0,0,0,0,0,0,0
LK-3330115,199,44,7,1,29,32,0,86,0,0,0,0,0,0
LK-3330120,195,27,3,1,109,41,8,0,0,0,0,0,0,6
LK-3330125,201,16,8,0,122,45,5,0,0,0,0,0,0,5
LK-3330130,239,6,2,0,219,9,3,0,0,0,0,0,0,0
LK-3330135,206,116,34,2,35,2,0,17,0,0,0,0,0,0
LK-3330140,142,91,29,10,3,6,1,2,0,0,0,0,0,0
LK-3330145,207,71,13,6,59,0,0,57,1,0,0,0,0,0
LK-3330150,210,118,25,22,16,5,2,22,0,0,0,0,0,0
LK-3330155,243,94,79,23,0,1,0,43,0,0,0,0,0,3
LK-3330160,182,65,22,11,0,0,0,83,1,0,0,0,0,0
LK-3330165,139,54,20,17,0,0,0,46,2,0,0,0,0,0
LK-3330170,294,113,13,0,1,0,0,167,0,0,0,0,0,0
LK-3330175,101,9,8,5,22,53,4,0,0,0,0,0,0,0
LK-3330180,225,32,4,0,72,92,21,0,1,0,0,0,0,3
LK-3330185,164,5,0,0,131,26,2,0,0,0,0,0,0,0
LK-3330190,192,11,2,1,149,25,3,0,0,0,0,0,1,0
LK-3330195,277,17,3,1,188,60,8,0,0,0,0,0,0,0
LK-3330200,342,11,8,0,207,105,9,1,0,0,0,0,0,1
LK-3330205,235,20,3,0,160,48,4,0,0,0,0,0,0,0
LK-3330210,191,4,6,0,121,52,8,0,0,0,0,0,0,0
LK-3330215,320,5,1,1,218,74,21,0,0,0,0,0,0,0
LK-3330220,360,4,4,0,215,125,11,0,0,0,0,0,0,1
LK-3330225,260,0,1,0,58,144,8,45,0,0,0,0,0,4
LK-3330230,190,4,1,0,111,60,12,0,0,0,0,0,0,2
LK-3330235,235,3,1,0,44,176,11,0,0,0,0,0,0,0
LK-3330240,217,2,0,0,145,59,11,0,0,0,0,0,0,0
LK-3330245,174,9,0,1,64,36,0,63,1,0,0,0,0,0
LK-3330250,417,47,12,1,218,123,13,1,1,0,0,0,0,1
LK-3330255,270,129,127,0,1,12,0,0,0,0,0,0,0,1
LK-3330260,104,61,26,2,5,3,0,7,0,0,0,0,0,0
LK-3330265,189,52,5,12,4,2,2,112,0,0,0,0,0,0
LK-3330270,391,83,8,48,8,2,3,235,0,0,0,0,0,4
LK-3330275,212,74,45,29,14,6,12,25,7,0,0,0,0,0
LK-3330280,182,32,36,17,16,75,3,0,2,0,0,0,0,1
LK-3330285,213,32,11,20,29,27,3,91,0,0,0,0,0,0
LK-3330290,295,68,3,2,65,35,1,121,0,0,0,0,0,0
LK-3330295,148,30,6,13,0,1,1,94,0,0,0,0,0,3
LK-3330300,158,1,0,0,37,105,15,0,0,0,0,0,0,0
LK-3330305,254,3,5,0,119,44,28,52,0,0,0,0,0,3
LK-3330310,123,8,5,0,52,40,1,17,0,0,0,0,0,0
LK-3330315,203,13,3,1,48,18,4,116,0,0,0,0,0,0
LK-3330320,160,14,2,0,1,0,0,143,0,0,0,0,0,0
LK-3330325,198,49,2,0,82,5,2,58,0,0,0,0,0,0
LK-3330330,155,53,7,12,0,1,0,82,0,0,0,0,0,0
LK-3330335,185,82,13,5,0,0,0,85,0,0,0,0,0,0
LK-3330340,167,62,18,10,17,20,7,32,1,0,0,0,0,0
LK-3330345,279,24,67,12,50,114,12,0,0,0,0,0,0,0
LK-3330350,276,33,14,0,129,83,16,0,1,0,0,0,0,0
LK-3330355,163,26,62,0,64,10,1,0,0,0,0,0,0,0
LK-3333,18502,288,142,39,9802,7026,853,50,67,2,7,14,1,211
LK-3333005,284,5,3,0,38,222,4,8,1,0,0,0,0,3
LK-3333010,244,5,17,2,66,142,12,0,0,0,0,0,0,0
LK-3333015,303,8,2,0,26,245,21,0,0,0,0,0,0,1
LK-3333020,254,23,19,6,32,145,29,0,0,0,0,0,0,0
LK-3333025,246,9,2,7,63,142,14,0,4,0,0,0,0,5
LK-3333030,138,19,3,1,62,41,7,0,5,0,0,0,0,0
LK-3333035,308,36,10,10,59,141,19,0,32,0,0,0,0,1
LK-3333040,435,17,18,8,132,189,52,0,19,0,0,0,0,0
LK-3333045,477,0,1,1,212,181,19,0,0,0,2,2,0,59
LK-3333050,443,1,0,1,318,101,18,1,1,0,0,0,0,2
LK-3333055,347,10,1,0,200,115,6,1,0,0,0,0,0,14
LK-3333060,234,0,1,0,70,143,19,0,0,0,0,0,0,1
LK-3333065,219,1,5,0,85,114,14,0,0,0,0,0,0,0
LK-3333070,166,4,11,0,120,26,5,0,0,0,0,0,0,0
LK-3333075,143,6,5,0,93,36,2,0,1,0,0,0,0,0
LK-3333080,119,7,1,0,38,71,2,0,0,0,0,0,0,0
LK-3333085,73,18,3,0,16,35,0,0,0,0,0,0,0,1
LK-3333090,181,19,1,0,57,95,5,0,0,0,0,0,0,4
LK-3333095,118,2,0,0,43,69,4,0,0,0,0,0,0,0
LK-3333100,210,5,7,0,73,115,8,0,0,0,0,0,0,2
LK-3333105,163,0,1,0,83,70,8,0,0,0,0,1,0,0
LK-3333110,177,0,0,0,76,90,2,0,0,0,0,1,0,8
LK-3333115,309,1,5,0,252,38,11,1,0,0,1,0,0,0
LK-3333120,331,2,0,0,284,35,9,0,0,0,0,0,0,1
LK-3333125,420,0,0,0,163,240,14,0,0,0,0,0,0,3
LK-3333130,458,13,0,0,347,78,5,9,0,0,0,0,0,6
LK-3333135,357,0,0,0,120,228,5,2,0,0,0,0,0,2
LK-3333140,441,0,0,0,258,150,29,2,0,0,1,0,0,1
LK-3333145,355,1,0,0,180,162,12,0,0,0,0,0,0,0
LK-3333150,435,3,0,0,313,84,32,2,0,0,0,0,0,1
LK-3333155,246,1,0,0,96,132,13,0,0,0,0,1,0,3
LK-3333160,97,0,0,0,86,7,4,0,0,0,0,0,0,0
LK-3333165,347,0,0,0,218,102,20,0,0,0,1,0,0,6
LK-3333170,227,0,0,0,90,107,27,0,0,0,0,0,0,3
LK-3333175,271,0,2,0,155,89,25,0,0,0,0,0,0,0
LK-3333180,272,0,0,0,110,145,14,0,0,2,0,0,0,1
LK-3333185,232,4,0,0,59,152,7,9,0,0,1,0,0,0
LK-3333190,245,1,0,0,126,98,8,0,0,0,0,0,0,12
LK-3333195,180,1,0,0,128,50,0,0,0,0,0,0,0,1
LK-3333200,110,0,0,0,45,62,3,0,0,0,0,0,0,0
LK-3333205,174,6,1,0,50,107,9,0,0,0,0,0,0,1
LK-3333210,142,0,0,0,64,71,7,0,0,0,0,0,0,0
LK-3333215,313,0,0,0,227,81,4,0,0,0,0,0,0,1
LK-3333220,627,1,2,0,400,198,26,0,0,0,0,0,0,0
LK-3333225,425,1,0,0,345,69,10,0,0,0,0,0,0,0
LK-3333230,154,0,0,0,153,0,0,1,0,0,0,0,0,0
LK-3333235,454,0,0,0,383,65,5,0,0,0,0,0,0,1
LK-3333240,281,1,1,0,161,117,0,0,0,0,0,0,1,0
LK-3333245,340,1,0,0,217,117,3,0,1,0,0,0,0,1
LK-3333250,139,1,0,0,137,0,1,0,0,0,0,0,0,0
LK-3333255,269,1,0,0,249,4,6,0,0,0,0,0,0,9
LK-3333260,289,0,1,0,123,155,4,0,0,0,0,2,0,4
LK-3333265,406,1,1,0,247,146,5,0,0,0,0,0,0,6
LK-3333270,157,1,0,1,46,93,4,0,0,0,0,0,0,12
LK-3333275,234,8,4,0,99,118,4,0,0,0,0,0,0,1
LK-3333280,343,0,2,0,250,75,16,0,0,0,0,0,0,0
LK-3333285,213,1,2,0,132,66,9,0,0,0,0,0,0,3
LK-3333290,307,1,3,0,117,160,19,0,0,0,0,5,0,2
LK-3333295,314,0,0,0,191,96,13,0,1,0,1,2,0,10
LK-3333300,115,0,0,0,69,38,0,0,0,0,0,0,0,8
LK-3333305,245,0,0,2,101,90,41,7,0,0,0,0,0,4
LK-3333310,271,3,0,0,212,45,5,1,0,0,0,0,0,5
LK-3333315,128,3,1,0,114,0,10,0,0,0,0,0,0,0
LK-3333320,183,13,4,0,59,80,27,0,0,0,0,0,0,0
LK-3333325,118,6,1,0,83,19,9,0,0,0,0,0,0,0
LK-3333330,242,6,0,0,124,85,25,0,0,0,0,0,0,2
LK-3333335,198,2,1,0,116,60,19,0,0,0,0,0,0,0
LK-3333340,157,1,0,0,60,71,25,0,0,0,0,0,0,0
LK-3333345,129,1,0,0,59,58,6,5,0,0,0,0,0,0
LK-3333350,48,0,0,0,19,27,2,0,0,0,0,0,0,0
LK-3333355,306,5,0,0,178,99,21,1,2,0,0,0,0,0
LK-3333360,166,2,0,0,25,129,10,0,0,0,0,0,0,0
LK-4,259471,97068,77609,17030,4571,8155,17259,275,27098,7106,113,44,1014,2129
LK-41,140323,54642,44554,1255,2407,2963,14251,0,15607,3142,13,3,53,1433
LK-4103,2306,243,1202,9,12,33,786,0,0,21,0,0,0,0
LK-4103005,200,1,196,2,0,0,1,0,0,0,0,0,0,0
LK-4103010,215,0,215,0,0,0,0,0,0,0,0,0,0,0
LK-4103015,135,9,126,0,0,0,0,0,0,0,0,0,0,0
LK-4103020,145,0,0,0,1,11,133,0,0,0,0,0,0,0
LK-4103025,113,2,4,0,6,1,100,0,0,0,0,0,0,0
LK-4103030,215,5,31,4,1,17,156,0,0,1,0,0,0,0
LK-4103035,103,17,56,0,1,3,23,0,0,3,0,0,0,0
LK-4103040,244,5,32,0,0,0,207,0,0,0,0,0,0,0
LK-4103045,92,7,76,0,1,0,6,0,0,2,0,0,0,0
LK-4103050,137,66,68,2,0,0,0,0,0,1,0,0,0,0
LK-4103055,168,81,85,1,1,0,0,0,0,0,0,0,0,0
LK-4103060,45,3,37,0,0,1,4,0,0,0,0,0,0,0
LK-4103065,168,4,8,0,1,0,155,0,0,0,0,0,0,0
LK-4103070,259,41,209,0,0,0,0,0,0,9,0,0,0,0
LK-4103075,67,2,59,0,0,0,1,0,0,5,0,0,0,0
LK-4104,2519,97,1362,0,2,23,26,0,5,1003,0,0,1,0
LK-4104005,173,3,161,0,0,0,0,0,0,8,0,0,1,0
LK-4104010,438,38,201,0,0,0,0,0,0,199,0,0,0,0
LK-4104015,377,18,233,0,0,0,0,0,0,126,0,0,0,0
LK-4104020,374,1,212,0,0,0,8,0,2,151,0,0,0,0
LK-4104025,103,0,81,0,0,0,0,0,0,22,0,0,0,0
LK-4104030,397,8,160,0,2,22,17,0,3,185,0,0,0,0
LK-4104035,122,27,66,0,0,1,1,0,0,27,0,0,0,0
LK-4104040,287,2,157,0,0,0,0,0,0,128,0,0,0,0
LK-4104045,248,0,91,0,0,0,0,0,0,157,0,0,0,0
LK-4106,10964,3408,5249,82,131,181,1190,0,496,182,0,0,0,45
LK-4106005,406,281,78,19,1,17,2,0,8,0,0,0,0,0
LK-4106010,342,246,64,2,18,2,0,0,10,0,0,0,0,0
LK-4106015,409,34,243,0,14,18,97,0,3,0,0,0,0,0
LK-4106020,266,11,168,1,7,10,1,0,0,68,0,0,0,0
LK-4106025,456,10,332,0,5,9,100,0,0,0,0,0,0,0
LK-4106030,566,16,517,0,10,6,17,0,0,0,0,0,0,0
LK-4106035,474,1,378,0,1,2,92,0,0,0,0,0,0,0
LK-4106040,414,58,56,1,1,1,263,0,2,32,0,0,0,0
LK-4106045,631,164,176,3,2,8,247,0,0,31,0,0,0,0
LK-4106050,326,273,37,0,6,8,1,0,1,0,0,0,0,0
LK-4106055,321,235,59,0,15,8,0,0,4,0,0,0,0,0
LK-4106060,287,225,46,4,9,1,1,0,1,0,0,0,0,0
LK-4106065,567,205,327,8,12,8,5,0,1,0,0,0,0,1
LK-4106070,281,6,176,0,0,0,99,0,0,0,0,0,0,0
LK-4106075,757,282,420,0,4,13,38,0,0,0,0,0,0,0
LK-4106080,497,42,413,3,1,3,33,0,1,1,0,0,0,0
LK-4106085,395,22,362,1,2,2,0,0,6,0,0,0,0,0
LK-4106090,654,72,575,6,0,1,0,0,0,0,0,0,0,0
LK-4106095,379,204,174,0,0,0,0,0,1,0,0,0,0,0
LK-4106100,361,16,178,0,3,1,15,0,148,0,0,0,0,0
LK-4106105,338,249,65,3,1,0,2,0,18,0,0,0,0,0
LK-4106110,372,148,100,2,3,26,9,0,42,42,0,0,0,0
LK-4106115,471,257,105,6,0,18,2,0,49,0,0,0,0,34
LK-4106120,477,176,39,23,16,19,166,0,26,7,0,0,0,5
LK-4106125,517,175,161,0,0,0,0,0,175,1,0,0,0,5
LK-4109,12460,4872,4354,130,247,183,725,0,1558,104,0,0,3,284
LK-4109005,443,242,115,1,7,17,4,0,55,1,0,0,0,1
LK-4109010,513,208,152,0,0,0,0,0,153,0,0,0,0,0
LK-4109015,367,134,144,0,0,0,0,0,88,1,0,0,0,0
LK-4109020,811,407,187,1,42,2,9,0,163,0,0,0,0,0
LK-4109025,859,330,378,1,9,11,93,0,37,0,0,0,0,0
LK-4109030,647,70,438,0,17,16,103,0,2,0,0,0,1,0
LK-4109035,397,283,67,0,4,7,21,0,15,0,0,0,0,0
LK-4109040,386,67,176,0,2,5,130,0,0,4,0,0,2,0
LK-4109045,311,202,70,0,11,7,2,0,18,0,0,0,0,1
LK-4109050,520,308,104,6,25,13,17,0,46,0,0,0,0,1
LK-4109055,414,335,42,8,3,1,0,0,25,0,0,0,0,0
LK-4109060,569,121,87,3,25,10,319,0,4,0,0,0,0,0
LK-4109065,442,119,161,3,1,4,0,0,154,0,0,0,0,0
LK-4109070,478,217,166,0,7,10,2,0,76,0,0,0,0,0
LK-4109075,309,199,54,9,1,2,0,0,41,0,0,0,0,3
LK-4109080,427,166,104,4,32,34,5,0,82,0,0,0,0,0
LK-4109085,474,273,169,3,15,3,4,0,7,0,0,0,0,0
LK-4109090,608,267,171,10,21,4,0,0,135,0,0,0,0,0
LK-4109095,417,115,157,12,1,0,0,0,127,0,0,0,0,5
LK-4109100,494,127,95,0,1,0,1,0,7,0,0,0,0,263
LK-4109105,225,140,74,5,0,0,0,0,6,0,0,0,0,0
LK-4109110,626,40,438,2,0,8,8,0,35,93,0,0,0,2
